No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
768,768_0,Golisopod,Golisopod,7,2,108,Bug,Water,Emergency Exit,,,Gray,50,50,0,20,Bug,Water3,45,186,1000000,Ordinary,,,75,125,140,60,90,40,530,0,0,2,0,0,0
769,769_0,Sandygast,Sandygast,7,0.5,70,Ghost,Ground,Water Compaction,,Sand Veil,Brown,50,50,0,15,Amorphous,,140,64,1000000,Ordinary,,,55,55,80,70,45,15,320,0,0,1,0,0,0
770,770_0,Palossand,Palossand,7,1.3,250,Ghost,Ground,Water Compaction,,Sand Veil,Brown,50,50,0,15,Amorphous,,60,168,1000000,Ordinary,,,85,75,110,100,75,35,480,0,0,2,0,0,0
771,771_0,Pyukumuku,Pyukumuku,7,0.3,1.2,Water,,Innards Out,,Unaware,Black,50,50,0,15,Water1,,60,144,800000,Ordinary,,,55,60,130,30,130,5,410,0,0,0,0,2,0
772,772_0,Type: Null,Type: Null,7,1.9,120.5,Normal,,Battle Armor,,,Gray,0,0,100,120,Undiscovered,,3,107,1250000,Semi-Legendary,,,95,95,95,95,95,59,534,2,0,0,0,0,0
773,773_0,Silvally,Silvally,7,2.3,100.5,Normal,,RKS System,,,Gray,0,0,100,120,Undiscovered,,3,285,1250000,Semi-Legendary,,,95,95,95,95,95,95,570,3,0,0,0,0,0
774,774_0,Minior,Minior Meteor Form,7,0.3,40,Rock,Flying,Shields Down,,,Brown,0,0,100,25,Mineral,,30,154,1059860,Ordinary,,,60,60,100,60,100,60,440,0,0,1,0,1,0
774,774_1,Minior,Minior Red Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Red,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,774_2,Minior,Minior Orange Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Red,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,774_3,Minior,Minior Yellow Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Yellow,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,774_4,Minior,Minior Green Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Green,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,774_5,Minior,Minior Blue Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Blue,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,774_6,Minior,Minior Indigo Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Blue,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
774,774_7,Minior,Minior Purple Core,7,0.3,0.3,Rock,Flying,Shields Down,,,Purple,0,0,100,25,Mineral,,255,175,1059860,Ordinary,,,60,100,60,100,60,120,500,0,1,0,1,0,0
775,775_0,Komala,Komala,7,0.4,19.9,Normal,,Comatose,,,Blue,50,50,0,20,Ground,,45,168,1250000,Ordinary,,,65,115,65,75,95,65,480,0,2,0,0,0,0
776,776_0,Turtonator,Turtonator,7,2,212,Fire,Dragon,Shell Armor,,,Red,50,50,0,20,Monster,Dragon,70,170,1000000,Ordinary,,,60,78,135,91,85,36,485,0,0,2,0,0,0
777,777_0,Togedemaru,Togedemaru,7,0.3,3.3,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,Gray,50,50,0,10,Ground,Fairy,180,152,1000000,Ordinary,,,65,98,63,40,73,96,435,0,2,0,0,0,0
778,778_0,Mimikyu,Mimikyu,7,0.2,0.7,Ghost,Fairy,Disguise,,,Yellow,50,50,0,20,Amorphous,,45,167,1000000,Ordinary,,,55,90,80,50,105,96,476,0,0,0,0,2,0
779,779_0,Bruxish,Bruxish,7,0.9,19,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,Pink,50,50,0,15,Water2,,80,166,1000000,Ordinary,,,68,105,70,70,70,92,475,0,2,0,0,0,0
780,780_0,Drampa,Drampa,7,3,185,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,White,50,50,0,20,Monster,Dragon,70,170,1000000,Ordinary,,,78,60,85,135,91,36,485,0,0,0,2,0,0
781,781_0,Dhelmise,Dhelmise,7,3.9,210,Ghost,Grass,Steelworker,,,Green,0,0,100,25,Mineral,,25,181,1000000,Ordinary,,,70,131,100,86,90,40,517,0,2,0,0,0,0
782,782_0,Jangmo-o,Jangmo-o,7,0.6,29.7,Dragon,,Bulletproof,Soundproof,Overcoat,Gray,50,50,0,40,Dragon,,45,60,1250000,Ordinary,,,45,55,65,45,45,45,300,0,0,1,0,0,0
783,783_0,Hakamo-o,Hakamo-o,7,1.2,47,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Gray,50,50,0,40,Dragon,,45,147,1250000,Ordinary,,,55,75,90,65,70,65,420,0,0,2,0,0,0
784,784_0,Kommo-o,Kommo-o,7,1.6,78.2,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Gray,50,50,0,40,Dragon,,45,300,1250000,Ordinary,,,75,110,125,100,105,85,600,0,0,3,0,0,0
785,785_0,Tapu Koko,Tapu Koko,7,1.8,20.5,Electric,Fairy,Electric Surge,,Telepathy,Yellow,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,,,70,115,85,95,75,130,570,0,0,0,0,0,3
786,786_0,Tapu Lele,Tapu Lele,7,1.2,18.6,Psychic,Fairy,Psychic Surge,,Telepathy,Pink,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,,,70,85,75,130,115,95,570,0,0,0,3,0,0
787,787_0,Tapu Bulu,Tapu Bulu,7,1.9,45.5,Grass,Fairy,Grassy Surge,,Telepathy,Red,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,,,70,130,115,85,95,75,570,0,3,0,0,0,0
788,788_0,Tapu Fini,Tapu Fini,7,1.3,21.2,Water,Fairy,Misty Surge,,Telepathy,Purple,0,0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,,,70,75,115,95,130,85,570,0,0,0,0,3,0
789,789_0,Cosmog,Cosmog,7,0.2,0.1,Psychic,,Unaware,,,Blue,0,0,100,120,Undiscovered,,45,40,1250000,Legendary,,,43,29,31,29,31,37,200,1,0,0,0,0,0
790,790_0,Cosmoem,Cosmoem,7,0.1,999.9,Psychic,,Sturdy,,,Blue,0,0,100,120,Undiscovered,,45,140,1250000,Legendary,,,43,29,131,29,131,37,400,0,0,1,0,1,0
791,791_0,Solgaleo,Solgaleo,7,3.4,230,Psychic,Steel,Full Metal Body,,,White,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,,,137,137,107,113,89,97,680,0,3,0,0,0,0
792,792_0,Lunala,Lunala,7,4,120,Psychic,Ghost,Shadow Shield,,,Purple,0,0,100,120,Undiscovered,,45,340,1250000,Legendary,,,137,113,89,137,107,97,680,0,0,0,3,0,0
793,793_0,Nihilego,Nihilego,7,1.2,55.5,Rock,Poison,Beast Boost,,,White,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,109,53,47,127,131,103,570,0,0,0,0,3,0
794,794_0,Buzzwole,Buzzwole,7,2.4,333.6,Bug,Fighting,Beast Boost,,,Red,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,107,139,139,53,53,79,570,0,1,2,0,0,0
795,795_0,Pheromosa,Pheromosa,7,1.8,25,Bug,Fighting,Beast Boost,,,White,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,71,137,37,137,37,151,570,0,0,0,0,0,3
796,796_0,Xurkitree,Xurkitree,7,3.8,100,Electric,,Beast Boost,,,Black,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,83,89,71,173,71,83,570,0,0,0,3,0,0
797,797_0,Celesteela,Celesteela,7,9.2,999.9,Steel,Flying,Beast Boost,,,Green,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,97,101,103,107,101,61,570,0,1,1,1,0,0
798,798_0,Kartana,Kartana,7,0.3,0.1,Grass,Steel,Beast Boost,,,White,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,59,181,131,59,31,109,570,0,3,0,0,0,0
799,799_0,Guzzlord,Guzzlord,7,5.5,888,Dark,Dragon,Beast Boost,,,Black,0,0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,,,223,101,53,97,53,43,570,3,0,0,0,0,0
800,800_0,Necrozma,Necrozma,7,2.4,230,Psychic,,Prism Armor,,,Black,0,0,100,120,Undiscovered,,255,300,1250000,Legendary,,,97,107,101,127,89,79,600,0,1,0,2,0,0
800,800_1,Necrozma,Dusk Mane Necrozma,7,3.8,460,Psychic,Steel,Prism Armor,,,Yellow,0,0,100,120,Undiscovered,,255,340,1250000,Legendary,,,97,157,127,113,109,77,680,0,3,0,0,0,0
800,800_2,Necrozma,Dawn Wings Necrozma,7,4.2,350,Psychic,Ghost,Prism Armor,,,Blue,0,0,100,120,Undiscovered,,255,340,1250000,Legendary,,,97,113,109,157,127,77,680,0,0,0,3,0,0
800,800_3,Necrozma,Ultra Necrozma,7,7.5,230,Psychic,Dragon,Neuroforce,,,Yellow,0,0,100,120,Undiscovered,,255,339,1250000,Legendary,,,97,167,97,167,97,129,754,0,1,0,1,0,1
801,801_0,Magearna,Magearna,7,1,80.5,Steel,Fairy,Soul-Heart,,,Gray,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,80,95,115,130,115,65,600,0,0,0,3,0,0
802,802_0,Marshadow,Marshadow,7,0.7,22.2,Fighting,Ghost,Technician,,,Gray,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,90,125,80,90,90,125,600,0,2,0,0,0,1
803,803_0,Poipole,Poipole,7,0.6,1.8,Poison,,Beast Boost,,,Purple,0,0,100,120,Undiscovered,,45,210,1250000,Semi-Legendary,,,67,73,67,73,67,73,420,0,0,0,0,0,1
804,804_0,Naganadel,Naganadel,7,3.6,150,Poison,Dragon,Beast Boost,,,Purple,0,0,100,120,Undiscovered,,45,270,1250000,Semi-Legendary,,,73,73,73,127,73,121,540,0,0,0,3,0,0
805,805_0,Stakataka,Stakataka,7,5.5,820,Rock,Steel,Beast Boost,,,Gray,0,0,100,120,Undiscovered,,30,285,1250000,Semi-Legendary,,,61,131,211,53,101,13,570,0,0,3,0,0,0
806,806_0,Blacephalon,Blacephalon,7,1.8,13,Fire,Ghost,Beast Boost,,,White,0,0,100,120,Undiscovered,,30,285,1250000,Semi-Legendary,,,53,127,53,151,79,107,570,0,0,0,3,0,0
807,807_0,Zeraora,Zeraora,7,1.5,44.5,Electric,,Volt Absorb,,,Yellow,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,88,112,75,102,80,143,600,0,0,0,0,0,3
808,808_0,Meltan,Meltan,7,0.2,8,Steel,,Magnet Pull,,,Gray,0,0,100,120,Undiscovered,,3,150,1250000,Mythical,,,46,65,65,55,35,34,300,0,1,0,0,0,0
809,809_0,Melmetal,Melmetal,7,2.5,800,Steel,,Iron Fist,,,Gray,0,0,100,120,Undiscovered,,3,300,1250000,Mythical,,,135,143,143,80,65,34,600,0,3,0,0,0,0
810,810_0,Grookey,Grookey,8,0.3,5,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,,,50,65,50,40,40,65,310,0,1,0,0,0,0
811,811_0,Thwackey,Thwackey,8,0.7,14,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,147,1059860,Ordinary,,,70,85,70,55,60,80,420,0,2,0,0,0,0
812,812_0,Rillaboom,Rillaboom,8,2.1,90,Grass,,Overgrow,,Grassy Surge,Green,87.5,12.5,0,20,Ground,Grass,45,265,1059860,Ordinary,,,100,125,90,60,70,85,530,0,3,0,0,0,0
813,813_0,Scorbunny,Scorbunny,8,0.3,4.5,Fire,,Blaze,,Libero,White,87.5,12.5,0,20,Ground,Human-Like,45,62,1059860,Ordinary,,,50,71,40,40,40,69,310,0,0,0,0,0,1
814,814_0,Raboot,Raboot,8,0.6,9,Fire,,Blaze,,Libero,Gray,87.5,12.5,0,20,Ground,Human-Like,45,147,1059860,Ordinary,,,65,86,60,55,60,94,420,0,0,0,0,0,2
815,815_0,Cinderace,Cinderace,8,1.4,33,Fire,,Blaze,,Libero,White,87.5,12.5,0,20,Ground,Human-Like,45,265,1059860,Ordinary,,,80,116,75,65,75,119,530,0,0,0,0,0,3
816,816_0,Sobble,Sobble,8,0.3,4,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,62,1059860,Ordinary,,,50,40,40,70,40,70,310,0,0,0,0,1,1
817,817_0,Drizzile,Drizzile,8,0.7,11.5,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,147,1059860,Ordinary,,,65,60,55,95,55,90,420,0,0,0,2,0,0
818,818_0,Inteleon,Inteleon,8,1.9,45.2,Water,,Torrent,,Sniper,Blue,87.5,12.5,0,20,Water1,Ground,45,265,1059860,Ordinary,,,70,85,65,125,65,120,530,0,0,0,0,0,3
819,819_0,Skwovet,Skwovet,8,0.3,2.5,Normal,,Cheek Pouch,,Gluttony,Brown,50,50,0,20,Ground,,255,55,1000000,Ordinary,,,70,55,55,35,35,25,275,1,0,0,0,0,0
820,820_0,Greedent,Greedent,8,0.6,6,Normal,,Cheek Pouch,,Gluttony,Brown,50,50,0,20,Ground,,90,161,1000000,Ordinary,,,120,95,95,55,75,20,460,2,0,0,0,0,0
821,821_0,Rookidee,Rookidee,8,0.2,1.8,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,50,50,0,15,Flying,,255,49,1059860,Ordinary,,,38,47,35,33,35,57,245,0,0,0,0,0,1
822,822_0,Corvisquire,Corvisquire,8,0.8,16,Flying,,Keen Eye,Unnerve,Big Pecks,Blue,50,50,0,15,Flying,,120,128,1059860,Ordinary,,,68,67,55,43,55,77,365,0,0,0,0,0,2
823,823_0,Corviknight,Corviknight,8,2.2,75,Flying,Steel,Pressure,Unnerve,Mirror Armor,Purple,50,50,0,15,Flying,,45,248,1059860,Ordinary,,,98,87,105,53,85,67,495,0,0,3,0,0,0
824,824_0,Blipbug,Blipbug,8,0.4,8,Bug,,Swarm,Compound Eyes,Telepathy,Blue,50,50,0,15,Bug,,255,36,1000000,Ordinary,,,25,20,20,25,45,45,180,0,0,0,0,1,0
825,825_0,Dottler,Dottler,8,0.4,19.5,Bug,Psychic,Swarm,Compound Eyes,Telepathy,Yellow,50,50,0,15,Bug,,120,117,1000000,Ordinary,,,50,35,80,50,90,30,335,0,0,0,0,2,0
826,826_0,Orbeetle,Orbeetle,8,0.4,40.8,Bug,Psychic,Swarm,Frisk,Telepathy,Red,50,50,0,15,Bug,,45,253,1000000,Ordinary,,,60,45,110,80,120,90,505,0,0,0,0,3,0
827,827_0,Nickit,Nickit,8,0.6,8.9,Dark,,Run Away,Unburden,Stakeout,Brown,50,50,0,15,Ground,,255,49,800000,Ordinary,,,40,28,28,47,52,50,245,0,0,0,0,1,0
828,828_0,Thievul,Thievul,8,1.2,19.9,Dark,,Run Away,Unburden,Stakeout,Brown,50,50,0,15,Ground,,127,159,800000,Ordinary,,,70,58,58,87,92,90,455,0,0,0,0,2,0
829,829_0,Gossifleur,Gossifleur,8,0.4,2.2,Grass,,Cotton Down,Regenerator,Effect Spore,Green,50,50,0,20,Grass,,190,50,1000000,Ordinary,,,40,40,60,40,60,10,250,0,0,0,0,1,0
830,830_0,Eldegoss,Eldegoss,8,0.5,2.5,Grass,,Cotton Down,Regenerator,Effect Spore,Green,50,50,0,20,Grass,,75,161,1000000,Ordinary,,,60,50,90,80,120,60,460,0,0,0,0,2,0
831,831_0,Wooloo,Wooloo,8,0.6,6,Normal,,Fluffy,Run Away,Bulletproof,White,50,50,0,15,Ground,,255,122,1000000,Ordinary,,,42,40,55,40,45,48,270,0,0,1,0,0,0
832,832_0,Dubwool,Dubwool,8,1.3,43,Normal,,Fluffy,Steadfast,Bulletproof,White,50,50,0,15,Ground,,127,172,1000000,Ordinary,,,72,80,100,60,90,88,490,0,0,2,0,0,0
833,833_0,Chewtle,Chewtle,8,0.3,8.5,Water,,Strong Jaw,Shell Armor,Swift Swim,Green,50,50,0,20,Monster,Water1,255,57,1000000,Ordinary,,,50,64,50,38,38,44,284,0,1,0,0,0,0
834,834_0,Drednaw,Drednaw,8,1,115.5,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,Green,50,50,0,20,Monster,Water1,75,170,1000000,Ordinary,,,90,115,90,48,68,74,485,0,2,0,0,0,0
835,835_0,Yamper,Yamper,8,0.3,13.5,Electric,,Ball Fetch,,Rattled,Yellow,50,50,0,20,Ground,,255,54,800000,Ordinary,,,59,45,50,40,50,26,270,1,0,0,0,0,0
836,836_0,Boltund,Boltund,8,1,34,Electric,,Strong Jaw,,Competitive,Yellow,50,50,0,20,Ground,,45,172,800000,Ordinary,,,69,90,60,90,60,121,490,0,0,0,0,0,2
837,837_0,Rolycoly,Rolycoly,8,0.3,12,Rock,,Steam Engine,Heatproof,Flash Fire,Black,50,50,0,15,Mineral,,255,48,1059860,Ordinary,,,30,40,50,40,50,30,240,0,0,1,0,0,0
838,838_0,Carkol,Carkol,8,1.1,78,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,50,50,0,15,Mineral,,120,144,1059860,Ordinary,,,80,60,90,60,70,50,410,0,0,2,0,0,0
839,839_0,Coalossal,Coalossal,8,2.8,310.5,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Black,50,50,0,15,Mineral,,45,255,1059860,Ordinary,,,110,80,120,80,90,30,510,0,0,3,0,0,0
840,840_0,Applin,Applin,8,0.2,0.5,Grass,Dragon,Ripen,Gluttony,Bulletproof,Green,50,50,0,20,Grass,Dragon,255,52,600000,Ordinary,,,40,40,80,40,40,20,260,0,0,1,0,0,0
841,841_0,Flapple,Flapple,8,0.3,1,Grass,Dragon,Ripen,Gluttony,Hustle,Green,50,50,0,20,Grass,Dragon,45,170,600000,Ordinary,,,70,110,80,95,60,70,485,0,2,0,0,0,0
842,842_0,Appletun,Appletun,8,0.4,13,Grass,Dragon,Ripen,Gluttony,Thick Fat,Green,50,50,0,20,Grass,Dragon,45,170,600000,Ordinary,,,110,85,80,100,80,30,485,2,0,0,0,0,0
843,843_0,Silicobra,Silicobra,8,2.2,7.6,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,50,50,0,20,Ground,Dragon,255,63,1000000,Ordinary,,,52,57,75,35,50,46,315,0,0,1,0,0,0
844,844_0,Sandaconda,Sandaconda,8,3.8,65.5,Ground,,Sand Spit,Shed Skin,Sand Veil,Green,50,50,0,20,Ground,Dragon,120,179,1000000,Ordinary,,,72,107,125,65,70,71,510,0,0,2,0,0,0
845,845_0,Cramorant,Cramorant,8,0.8,18,Flying,Water,Gulp Missile,,,Blue,50,50,0,20,Water1,Flying,45,166,1000000,Ordinary,,,70,85,55,85,95,85,475,0,0,0,0,2,0
846,846_0,Arrokuda,Arrokuda,8,0.5,1,Water,,Swift Swim,,Propeller Tail,Brown,50,50,0,20,Water2,,255,56,1250000,Ordinary,,,41,63,40,40,30,66,280,0,0,0,0,0,1
847,847_0,Barraskewda,Barraskewda,8,1.3,30,Water,,Swift Swim,,Propeller Tail,Brown,50,50,0,20,Water2,,60,172,1250000,Ordinary,,,61,123,60,60,50,136,490,0,0,0,0,0,2
848,848_0,Toxel,Toxel,8,0.4,11,Electric,Poison,Rattled,Static,Klutz,Purple,50,50,0,25,Undiscovered,,75,48,1059860,Ordinary,,,40,38,35,54,35,40,242,0,0,0,1,0,0
849,849_0,Toxtricity,Toxtricity Amped Form,8,1.6,40,Electric,Poison,Punk Rock,Plus,Technician,Purple,50,50,0,25,Human-Like,,45,176,1059860,Ordinary,,,75,98,70,114,70,75,502,0,0,0,2,0,0
849,849_1,Toxtricity,Toxtricity Low-Key Form,8,1.6,40,Electric,Poison,Punk Rock,Minus,Technician,Purple,50,50,0,25,Human-Like,,45,176,1059860,Ordinary,,,75,98,70,114,70,75,502,0,0,0,2,0,0
850,850_0,Sizzlipede,Sizzlipede,8,0.7,1,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,50,50,0,20,Bug,,190,61,1000000,Ordinary,,,50,65,45,50,50,45,305,0,1,0,0,0,0
851,851_0,Centiskorch,Centiskorch,8,3,120,Fire,Bug,Flash Fire,White Smoke,Flame Body,Red,50,50,0,20,Bug,,75,184,1000000,Ordinary,,,100,115,65,90,90,65,525,0,2,0,0,0,0
852,852_0,Clobbopus,Clobbopus,8,0.6,4,Fighting,,Limber,,Technician,Brown,50,50,0,25,Water1,Human-Like,180,62,1059860,Ordinary,,,50,68,60,50,50,32,310,0,1,0,0,0,0
853,853_0,Grapploct,Grapploct,8,1.6,39,Fighting,,Limber,,Technician,Blue,50,50,0,25,Water1,Human-Like,45,168,1059860,Ordinary,,,80,118,90,70,80,42,480,0,2,0,0,0,0
854,854_0,Sinistea,Sinistea,8,0.1,0.2,Ghost,,Weak Armor,,Cursed Body,Purple,0,0,100,20,Mineral,Amorphous,120,62,1000000,Ordinary,,,40,45,45,74,54,50,308,0,0,0,1,0,0
855,855_0,Polteageist,Polteageist,8,0.2,0.4,Ghost,,Weak Armor,,Cursed Body,Purple,0,0,100,20,Mineral,Amorphous,60,178,1000000,Ordinary,,,60,65,65,134,114,70,508,0,0,0,2,0,0
856,856_0,Hatenna,Hatenna,8,0.4,3.4,Psychic,,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,235,53,1250000,Ordinary,,,42,30,45,56,53,39,265,0,0,0,1,0,0
857,857_0,Hattrem,Hattrem,8,0.6,4.8,Psychic,,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,120,130,1250000,Ordinary,,,57,40,65,86,73,49,370,0,0,0,2,0,0
858,858_0,Hatterene,Hatterene,8,2.1,5.1,Psychic,Fairy,Healer,Anticipation,Magic Bounce,Pink,0,100,0,20,Fairy,,45,255,1250000,Ordinary,,,57,90,95,136,103,29,510,0,0,0,3,0,0
859,859_0,Impidimp,Impidimp,8,0.4,5.5,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,100,0,0,20,Fairy,Human-Like,255,53,1000000,Ordinary,,,45,45,30,55,40,50,265,0,0,0,1,0,0
860,860_0,Morgrem,Morgrem,8,0.8,12.5,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,100,0,0,20,Fairy,Human-Like,120,130,1000000,Ordinary,,,65,60,45,75,55,70,370,0,0,0,2,0,0
861,861_0,Grimmsnarl,Grimmsnarl,8,1.5,61,Dark,Fairy,Prankster,Frisk,Pickpocket,Purple,100,0,0,20,Fairy,Human-Like,45,255,1000000,Ordinary,,,95,120,65,95,75,60,510,0,3,0,0,0,0
862,862_0,Obstagoon,Obstagoon,8,1.6,46,Dark,Normal,Reckless,Guts,Defiant,Gray,50,50,0,15,Ground,,45,260,1000000,Ordinary,,,93,90,101,60,81,95,520,0,0,3,0,0,0
863,863_0,Perrserker,Perrserker,8,0.8,28,Steel,,Battle Armor,Tough Claws,Steely Spirit,Brown,50,50,0,20,Ground,,90,154,1000000,Ordinary,,,70,110,100,50,60,50,440,0,2,0,0,0,0
864,864_0,Cursola,Cursola,8,1,0.4,Ghost,,Weak Armor,,Perish Body,White,25,75,0,20,Water1,Water3,30,179,800000,Ordinary,,,60,95,50,145,130,30,510,0,0,0,2,0,0
865,865_0,Sirfetch'd,Sirfetch'd,8,0.8,117,Fighting,,Steadfast,,Scrappy,White,50,50,0,20,Flying,Ground,45,177,1000000,Ordinary,,,62,135,95,68,82,65,507,0,2,0,0,0,0
866,866_0,Mr. Rime,Mr. Rime,8,1.5,58.2,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,Purple,50,50,0,25,Human-Like,,45,182,1000000,Ordinary,,,80,85,75,110,100,70,520,0,0,0,3,0,0
867,867_0,Runerigus,Runerigus,8,1.6,66.6,Ground,Ghost,Wandering Spirit,,,Gray,50,50,0,25,Mineral,Amorphous,90,169,1000000,Ordinary,,,58,95,145,50,105,30,483,0,0,2,0,0,0
868,868_0,Milcery,Milcery,8,0.2,0.3,Fairy,,Sweet Veil,,Aroma Veil,White,0,100,0,20,Fairy,Amorphous,200,54,1000000,Ordinary,,,45,40,40,50,61,34,270,0,0,0,0,1,0
869,869_0,Alcremie,Alcremie,8,0.3,0.5,Fairy,,Sweet Veil,,Aroma Veil,White,0,100,0,20,Fairy,Amorphous,100,173,1000000,Ordinary,,,65,60,75,110,121,64,495,0,0,0,0,2,0
870,870_0,Falinks,Falinks,8,3,62,Fighting,,Battle Armor,,Defiant,Yellow,0,0,100,25,Fairy,Mineral,45,165,1000000,Ordinary,,,65,100,100,70,60,75,470,0,2,0,0,1,0
871,871_0,Pincurchin,Pincurchin,8,0.3,1,Electric,,Lightning Rod,,Electric Surge,Purple,50,50,0,20,Water1,Amorphous,75,152,1000000,Ordinary,,,48,101,95,91,85,15,435,0,2,0,0,0,0
872,872_0,Snom,Snom,8,0.3,3.8,Ice,Bug,Shield Dust,,Ice Scales,White,50,50,0,20,Bug,,190,37,1000000,Ordinary,,,30,25,35,45,30,20,185,0,0,0,1,0,0
873,873_0,Frosmoth,Frosmoth,8,1.3,42,Ice,Bug,Shield Dust,,Ice Scales,White,50,50,0,20,Bug,,75,166,1000000,Ordinary,,,70,65,60,125,90,65,475,0,0,0,2,0,0
874,874_0,Stonjourner,Stonjourner,8,2.5,520,Rock,,Power Spot,,,Gray,50,50,0,25,Mineral,,60,165,1250000,Ordinary,,,100,125,135,20,20,70,470,0,0,2,0,0,0
875,875_0,Eiscue,Eiscue Ice Face,8,1.4,89,Ice,,Ice Face,,,Blue,50,50,0,25,Water1,Ground,60,165,1250000,Ordinary,,,75,80,110,65,90,50,470,0,0,2,0,0,0
875,875_1,Eiscue,Eiscue Noice Face,8,1.4,89,Ice,,Ice Face,,,Blue,50,50,0,25,Water1,Ground,60,165,1250000,Ordinary,,,75,80,70,65,50,130,470,0,0,2,0,0,0
876,876_0,Indeedee,Indeedee Male,8,0.9,28,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,Purple,100,0,0,40,Fairy,,30,166,800000,Ordinary,,,60,65,55,105,95,95,475,0,0,0,2,0,0
876,876_1,Indeedee,Indeedee Female,8,0.9,28,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,Purple,0,100,0,40,Fairy,,30,166,800000,Ordinary,,,70,55,65,95,105,85,475,0,0,0,0,2,0
877,877_0,Morpeko,Morpeko Full Berry Mode,8,0.3,3,Electric,Dark,Hunger Switch,,,Yellow,50,50,0,10,Ground,Fairy,180,153,1000000,Ordinary,,,58,95,58,70,58,97,436,0,0,0,0,0,2
877,877_1,Morpeko,Morpeko Hangry Mode,8,0.3,3,Electric,Dark,Hunger Switch,,,Purple,50,50,0,10,Ground,Fairy,180,153,1000000,Ordinary,,,58,95,58,70,58,97,436,0,0,0,0,0,2
878,878_0,Cufant,Cufant,8,1.2,100,Steel,,Sheer Force,,Heavy Metal,Yellow,50,50,0,25,Ground,Mineral,190,66,1000000,Ordinary,,,72,80,49,40,49,40,330,0,1,0,0,0,0
